Land Rover Range Rover Sport,Lagos,Locally Used,2008,45327,Automatic,3500000
Ford Explorer 4.0,Lagos,Foreign Used,2003,63000,Automatic,3400000
Toyota Venza,Lagos,Locally Used,2010,120043,Automatic,3500000
Hyundai County,Lagos,Locally Used,2014,43726,Manual,9000000
Toyota Camry 2.4 LE,Lagos,Foreign Used,2008,84338,Automatic,2550000
Toyota Highlander,Lagos,Foreign Used,2012,102869,Automatic,6500000
Toyota Camry SE,Lagos,Locally Used,2008,200000,Automatic,2000000
Audi Q7,Lagos,Locally Used,2014,45381,Automatic,8500000
Ford Edge SEL AWD,Lagos,Foreign Used,2012,94322,Automatic,5200000
Toyota Venza AWD,Lagos,Foreign Used,2010,14000,Automatic,5800000
Hyundai Sonata 2.4 Limited,Lagos,Foreign Used,2013,68000,Automatic,5100000
Toyota Camry LE,Lagos,Foreign Used,2011,75217,Automatic,3300000
Lexus RX 300 XE,Lagos,Locally Used,2000,72840,Automatic,1780000
Toyota Camry SE,Lagos,Foreign Used,2014,42000,Automatic,5800000
Infiniti FX 35 Limited Edition,Lagos,Foreign Used,2009,40865,Automatic,5600000
Toyota Matrix XRS,Lagos,Foreign Used,2004,102776,Automatic,1880000
Honda Accord 2.4,Lagos,Foreign Used,2005,62840,Automatic,1800000
Mercedes-Benz GLK 350 4MATIC,Lagos,Foreign Used,2014,35235,Automatic,14700000
Toyota Avalon Limited,Lagos,Foreign Used,2014,14855,Automatic,10900000
Toyota Venza Limited AWD V6,Lagos,Foreign Used,2013,36004,Automatic,10200000
Toyota Avalon XLS,Lagos,Foreign Used,2003,104889,Automatic,1750000
Lexus RX 330 4WD,Lagos,Foreign Used,2006,62840,Automatic,4000000
Toyota Corolla 1.8,Lagos,Locally Used,2006,85369,Automatic,1700000
Toyota Highlander Limited,Lagos,Foreign Used,2005,99744,Automatic,3550000
Mercedes-Benz C300,Lagos,Foreign Used,2010,48966,Automatic,5300000
Mercedes-Benz GLK 350 4MATIC,Lagos,Foreign Used,2013,32005,Automatic,13500000
Toyota 4-Runner,Lagos,Foreign Used,2015,8955,Automatic,17500000
Toyota Camry XLE Automatic,Lagos,Foreign Used,2006,99642,Automatic,2200000
Mercedes-Benz GLK 350 4MATIC,Lagos,Foreign Used,2010,37043,Automatic,7900000
Mercedes-Benz GL Class 5.5 V8,Lagos,Foreign Used,2014,8663,Automatic,17900000
Mercedes-Benz GLK 350 4MATIC,Lagos,Foreign Used,2010,34068,Automatic,7800000
Lexus RX 300,Lagos,Foreign Used,2003,99733,Automatic,2600000
Toyota Camry LE Automatic,Lagos,Foreign Used,2009,50067,Automatic,3200000
Lexus ES 300,Lagos,Foreign Used,2001,109000,Automatic,1595000
Toyota Land Cruiser 4WD,Lagos,Foreign Used,2007,7235,Automatic,6500000
Mercedes-Benz C300,Lagos,Foreign Used,2011,45000,Automatic,6200000
Toyota 4-Runner,Lagos,Foreign Used,2003,92000,Automatic,3200000
Toyota Highlander Limited,Lagos,Foreign Used,2008,75000,Automatic,6300000
Toyota Sienna XLE 7 Passenger,Lagos,Foreign Used,2014,6000,Automatic,10900000
Lexus GX 470,Lagos,Locally Used,2009,67162,Automatic,7300000
Toyota Camry 2.4 XLi Automatic,Ship & Import Ready,Foreign Used,2015,25000,Automatic,5000000
Toyota Land Cruiser 4.0 VVTi Executive,Ship & Import Ready,Foreign Used,2015,25000,Automatic,16500000
Toyota Land Cruiser 4.0 VVT-i Executive,Lagos,Foreign Used,2012,34000,Automatic,12600000
Toyota Land Cruiser 4.0 VVTi Executive,Lagos,Foreign Used,2012,31000,Automatic,12900000
Mercedes-Benz GLE,Abuja,Foreign Used,2017,20000,Automatic,28000000
Toyota Camry 2.4 LE,Lagos,Foreign Used,2011,89988,Automatic,3300000
Toyota Corolla 1.8 Sedan Automatic,Lagos,Foreign Used,2010,64010,Automatic,2870000
Kia Rio,Lagos,Locally Used,2012,34720,Automatic,1500000
Nissan X-Trail,Lagos,Locally Used,2007,109270,Automatic,1250000
Volkswagen Passat,Lagos,Locally Used,2009,234490,Automatic,1450000
Toyota Camry SE,Lagos,Foreign Used,2013,63000,Automatic,5900000
Lexus RX 350,Lagos,Locally Used,2008,80331,Automatic,2950000
Toyota Land Cruiser 100 4.7 V8 Executive,Lagos,Foreign Used,2004,181,Automatic,4500000
Honda Accord EX V6 Automatic,Lagos,Foreign Used,2011,57000,Automatic,3300000
Acura MDX AWD,Lagos,Foreign Used,2008,85345,Automatic,4800000
Mazda CX-7 CX7 MZR 2.3 DISI Turbo,Lagos,Foreign Used,2008,85345,Automatic,3500000
Honda Accord Sedan EX-L Automatic,Lagos,Foreign Used,2015,16400,Automatic,8500000
Mercedes-Benz GLA,Lagos,Foreign Used,2016,7107,Automatic,14300000
Honda Accord CrossTour EX-L AWD,Lagos,Foreign Used,2013,45000,Automatic,9990000
Mercedes-Benz GL Class 4.0 CDI,Lagos,Foreign Used,2008,80000,Automatic,6800000
Mercedes-Benz C300,Lagos,Locally Used,2010,102668,Automatic,5200000
Honda Accord EX-L Automatic,Lagos,Foreign Used,2016,10000,Automatic,11250000
Toyota Camry 2.4 LE,Lagos,Foreign Used,2008,118321,Automatic,2550000
Lexus LX 570,Lagos,Locally Used,2017,18978,Automatic,48000000
Ford Explorer AWD,Lagos,Foreign Used,2011,63000,Automatic,9000000
Mercedes-Benz C300,Lagos,Locally Used,2010,85407,Automatic,2900000
Lexus ES 350,Lagos,Foreign Used,2008,78446,Automatic,3950000
Honda Accord,Lagos,Brand New,2013,89745,Automatic,6000000
Honda Accord EX Automatic,Lagos,Foreign Used,2009,79558,Automatic,2750000
Toyota HiAce,Lagos,Locally Used,2010,15454,Manual,9000000
Toyota Sienna L FWD 7 Passenger,Lagos,Locally Used,2005,99786,Automatic,1600000
Lexus RX 3.3 Auto,Lagos,Foreign Used,2006,88909,Automatic,4150000
Toyota Corolla 1.6,Lagos,Foreign Used,2014,70,Automatic,5000000
Toyota Highlander 3.5L 4WD,Lagos,Foreign Used,2014,100,Automatic,11800000
Toyota Camry 2.4 LE,Ibadan,Foreign Used,2007,90,Automatic,2250000
Infiniti G 35 Sedan,Lagos,Foreign Used,2009,99087,Automatic,3700000
Toyota Camry 2.4 LE,Lagos,Foreign Used,2008,99786,Automatic,2750000
Mercedes-Benz E350,Lagos,Foreign Used,2010,91,Automatic,7000000
Mercedes-Benz E350,Lagos,Foreign Used,2013,87,Automatic,7300000
Mercedes-Benz C300,Lagos,Foreign Used,2008,42,Automatic,3700000
Mercedes-Benz GLK 350 4MATIC,Ibadan,Foreign Used,2010,100,Automatic,6100000
Lexus RX 3.5 V6,Lagos,Foreign Used,2007,130,Automatic,3350000
Mercedes-Benz C300,Lagos,Foreign Used,2008,138,Automatic,3950000
Lexus RX 3.0 Auto,Lagos,Foreign Used,2004,150000,Automatic,3300000
Toyota Venza XLE AWD V6,Lagos,Foreign Used,2011,1,Automatic,6100000
Acura TL Automatic,Lagos,Foreign Used,2009,73000,Automatic,4600000
Mercedes-Benz C300,Lagos,Foreign Used,2008,56038,Automatic,5800000
Lexus RX 350 AWD,Lagos,Foreign Used,2017,10320,Automatic,26000000
Toyota Corolla LE Automatic,Lagos,Foreign Used,2010,87291,Automatic,3200000
Toyota Avalon Limited,Lagos,Foreign Used,2013,24042,Automatic,15800000
Toyota Venza,Lagos,Locally Used,2010,89012,Automatic,4700000
Lexus RX 350,Imo,Locally Used,2008,95000,Automatic,3300000
Toyota Camry Automatic,Lagos,Foreign Used,2005,85369,Automatic,2150000
Toyota Corolla,Lagos,Foreign Used,2014,34109,Automatic,6200000
Toyota Highlander,Lagos,Foreign Used,2000,78012,Automatic,2400000
Toyota Camry SE Automatic,Lagos,Foreign Used,2005,89012,Automatic,1920000
Toyota Camry LE Automatic,Lagos,Foreign Used,2010,34068,Automatic,3400000
Lexus RX 330 4WD,Lagos,Foreign Used,2005,54052,Automatic,4500000
Lexus RX,Lagos,Foreign Used,2005,52604,Automatic,4300000
Lexus RX,Lagos,Foreign Used,2007,52604,Automatic,4700000
Lexus GX,Lagos,Foreign Used,2007,50067,Automatic,6500000
Lexus GX,Lagos,Foreign Used,2007,52604,Automatic,6500000
Land Rover Range Rover Evoque,Lagos,Foreign Used,2014,20042,Automatic,22000000
Toyota Corolla Verso,Lagos,Foreign Used,2006,62840,Automatic,3780000
Honda Accord 2.4,Lagos,Foreign Used,2005,72840,Automatic,1880000
Hyundai Elantra 2.0 GLS Automatic,Lagos,Foreign Used,2013,62840,Automatic,3800000
Acura MDX Base,Lagos,Foreign Used,2003,62840,Automatic,1880000
Lexus ES 350,Lagos,Foreign Used,2003,62840,Automatic,3800000
Toyota Camry,Lagos,Foreign Used,2004,78910,Automatic,1820000
Toyota FJ CRUISER 4x4 Automatic,Lagos,Foreign Used,2013,37043,Automatic,13000000
Toyota Highlander,Lagos,Foreign Used,2004,51043,Automatic,3450000
Lexus RX 330 4WD,Lagos,Foreign Used,2006,56038,Automatic,4400000
Lexus GX,Lagos,Foreign Used,2007,56038,Automatic,6400000
Ford Edge,Lagos,Locally Used,2012,92346,Automatic,4500000
Toyota Venza,Lagos,Foreign Used,2014,34068,Automatic,11500000
Mercedes-Benz E350,Lagos,Foreign Used,2010,12345,Automatic,9000000
Toyota 4-Runner,Lagos,Foreign Used,2015,32005,Automatic,18500000
Toyota Highlander,Lagos,Foreign Used,2015,24042,Automatic,16300000
Toyota HiAce,Lagos,Foreign Used,2010,1210400,Automatic,7500000
Toyota 4-Runner,Lagos,Foreign Used,2012,43757,Automatic,14500000
Land Rover Range Rover Sport 4.2 V8,Lagos,Foreign Used,2009,124360,Automatic,7500000
Mercedes-Benz ML350,Lagos,Foreign Used,2008,194360,Automatic,6800000
Toyota Hilux 3.0 D-4D Double Cab 4x4 Raider,Lagos,Foreign Used,2011,104360,Manual,12500000
Toyota Tundra Double Cab Limited (4x4),Lagos,Foreign Used,2010,1759439,Automatic,11500000
BMW 428i,Lagos,Foreign Used,2015,184360,Automatic,11500000
Mercedes-Benz C300,Lagos,Foreign Used,2009,104360,Automatic,5500000
Toyota HiAce,Lagos,Foreign Used,2004,152400,Manual,4300000
Ford Explorer,Lagos,Foreign Used,2011,64360,Automatic,11000000
Land Rover LR4,Lagos,Foreign Used,2012,14349,Automatic,16500000
Toyota Sienna XLE Limited,Lagos,Foreign Used,2006,179439,Automatic,3200000
Toyota RAV4,Lagos,Foreign Used,2014,24042,Automatic,8500000
Honda CR-V 2.0 4WD Automatic,Lagos,Locally Used,2000,101245,Automatic,750000
Lexus RX 300,Lagos,Locally Used,2000,121458,Automatic,1400000
Ford E-250 Van,Lagos,Locally Used,2004,101245,Manual,900000
Honda Pilot EX-L 4WD Automatic,Lagos,Foreign Used,2006,101245,Automatic,2400000
Toyota Highlander,Lagos,Foreign Used,2016,10320,Automatic,16300000
Toyota Camry XLE Automatic,Lagos,Foreign Used,2017,10043,Automatic,18000000
Toyota Corolla 1.8,Lagos,Foreign Used,2004,62840,Automatic,2200000
Toyota Camry SE V6 Automatic,Lagos,Foreign Used,2015,20042,Automatic,9500000
Lexus RX 350 AWD,Lagos,Foreign Used,2009,62840,Automatic,4440000
Toyota Highlander Limited 3.5l 4WD,Lagos,Foreign Used,2014,34068,Automatic,14800000
Toyota Highlander,Lagos,Foreign Used,2014,20042,Automatic,16000000
Acura MDX,Lagos,Foreign Used,2006,56038,Automatic,2350000
Toyota Corolla 1.8,Lagos,Foreign Used,2006,62840,Automatic,2199999
Toyota Corolla 1.8,Lagos,Foreign Used,2006,62840,Automatic,2350000
Toyota Avalon Avalon,Lagos,Foreign Used,2014,50000,Automatic,10000000
Mercedes-Benz M Class,Lagos,Locally Used,2006,80000,Automatic,2700000
Toyota Land Cruiser Prado,Lagos,Locally Used,2007,120000,Automatic,3200000
Mercedes-Benz GLK 350,Lagos,Locally Used,2010,51000,Automatic,4900000
Toyota Highlander Limited V6,Lagos,Foreign Used,2005,62840,Automatic,2899999
Toyota Corolla S,Lagos,Foreign Used,2009,80000,Automatic,3450000
Acura MDX,Lagos,Foreign Used,2010,36004,Automatic,7800000
Land Rover Range Rover Sport,Lagos,Foreign Used,2013,34068,Automatic,17800000
Land Rover Range Rover Sport,Lagos,Foreign Used,2013,32005,Automatic,14800000
Volvo XC90,Lagos,Foreign Used,2004,70000,Automatic,2400000
Mercedes-Benz GL Class 5.5 V8,Abuja,Locally Used,2012,22000,Automatic,9000000
Chevrolet Corvette,Abuja,Foreign Used,2015,9780,Automatic,22000000
Toyota Corolla,Lagos,Foreign Used,2014,32005,Automatic,8200000
Toyota 4-Runner,Abuja,Foreign Used,2004,85000,Automatic,2900000
Toyota Camry 2.4 LE,Abuja,Foreign Used,2003,75000,Automatic,1750000
Ford Edge SEL AWD,Abuja,Foreign Used,2007,45000,Automatic,3800000
Toyota FJ CRUISER 4x4,Lagos,Foreign Used,2007,60000,Automatic,5000000
Lexus GX,Abuja,Foreign Used,2006,75000,Automatic,6000000
Lexus GX 460 Premium,Abuja,Foreign Used,2010,45000,Automatic,15500000
Honda Accord 2.4,Abuja,Foreign Used,2008,55000,Automatic,2800000
Toyota Sienna CE 8 Passenger,Lagos,Foreign Used,2004,85000,Automatic,2000000
Toyota Camry 2.4 SE Automatic,Abuja,Foreign Used,2007,75000,Automatic,2900000
Hummer H2 SUV,Lagos,Foreign Used,2007,55000,Automatic,8500000
Toyota Sienna LE 4WD,Lagos,Foreign Used,2005,75000,Automatic,2300000
Toyota Sienna LE,Lagos,Foreign Used,2003,70000,Automatic,2000000
Toyota Matrix S,Lagos,Foreign Used,2010,60000,Automatic,2800000
Toyota Venza,Lagos,Foreign Used,2011,60000,Automatic,5500000
Toyota Avalon Limited,Abuja,Locally Used,2012,60000,Automatic,3800000
Lexus ES 350,Abuja,Foreign Used,2011,49000,Automatic,5300000
GMC Sierra,Abuja,Foreign Used,2015,2000,Automatic,20000000
Dodge Caravan,Abia,Locally Used,2003,120000,Automatic,1300000
Honda CR-V 2.0 i-VTEC,Lagos,Locally Used,2008,74500,Automatic,3000000
Toyota Corolla 1.8,Lagos,Foreign Used,2007,62840,Automatic,2400000
Toyota Sienna Limited FWD 7-Passenger,Lagos,Foreign Used,2012,38690,Automatic,8500000
Toyota Corolla 1.8 VVTL-i,Ibadan,Foreign Used,2010,34852,Automatic,2600000
Honda Accord 1.6 Automatic,Lagos,Locally Used,2004,186000,Automatic,750000
Toyota Camry 2.4 SE,Lagos,Foreign Used,2010,82000,Automatic,3200000
Toyota Venza AWD 4-cylinder,Lagos,Locally Used,2010,56190,Automatic,3950000
Mercedes-Benz ML350,Lagos,Foreign Used,2006,56038,Automatic,4900000
Lexus RX 330 4WD,Lagos,Foreign Used,2006,67219,Automatic,3850000
Toyota RAV4,Lagos,Foreign Used,2010,57000,Automatic,4600000
Toyota Highlander Limited V6 4x4,Lagos,Foreign Used,2006,56219,Automatic,3450000
Land Rover Range Rover Sport,Lagos,Foreign Used,2011,43046,Automatic,12800000
Acura MDX,Lagos,Foreign Used,2010,37043,Automatic,6400000
Toyota Matrix,Lagos,Foreign Used,2009,61094,Automatic,2850000
Mercedes-Benz ML350,Lagos,Foreign Used,2010,32005,Automatic,8000000
Honda Accord EX Automatic,Lagos,Locally Used,2008,61890,Automatic,1950000
Lexus RX 330 4WD,Lagos,Foreign Used,2005,67192,Automatic,3850000
Toyota Camry XLE V6,Lagos,Foreign Used,2008,56107,Automatic,2550000
Toyota Highlander Limited V6 4x4,Lagos,Foreign Used,2008,65190,Automatic,5350000
Ford Edge Limited,Lagos,Foreign Used,2008,57000,Automatic,3500000
Toyota Highlander 3.5L 4WD,Lagos,Foreign Used,2006,90000,Automatic,2600000
Toyota Camry 2.4 LE,Lagos,Foreign Used,2003,70000,Automatic,1550000
Toyota Camry 2.4 XLE,Lagos,Foreign Used,2001,80000,Automatic,1250000
Toyota Highlander Limited 4x4,Lagos,Foreign Used,2006,659439,Automatic,3800000
Lexus GS 350 4WD,Lagos,Foreign Used,2008,179439,Automatic,4500000
Honda Accord EX Automatic,Lagos,Locally Used,2010,59000,Automatic,1900000
Toyota Sequoia Limited 4WD 5.7L V8,Lagos,Locally Used,2003,87000,Automatic,1250000
Toyota Camry,Lagos,Foreign Used,2005,167874,Automatic,2000000
Lexus ES 350,Lagos,Foreign Used,2009,76000,Automatic,3700000
Mercedes-Benz CLA-Class,Lagos,Foreign Used,2017,279439,Automatic,17500000
Toyota Camry 2.4,Lagos,Brand New,2018,60,Automatic,23999000
Toyota Highlander Limited,Lagos,Foreign Used,2012,41340,Automatic,9000000
Toyota Corolla 1.8,Lagos,Foreign Used,2007,62840,Automatic,2400000
Lexus RX 350,Lagos,Foreign Used,2016,17955,Automatic,25000000
Toyota Camry 2.4 LE,Lagos,Foreign Used,2008,52604,Automatic,2900000
Lexus GS 350,Lagos,Foreign Used,2009,57000,Automatic,4700000
Volkswagen Routan,Lagos,Foreign Used,2010,57000,Automatic,3700000
Honda Accord CrossTour EX-L AWD,Lagos,Locally Used,2013,51722,Automatic,4880000
Toyota Tacoma Double Cab V6 Automatic,Lagos,Foreign Used,2012,75000,Automatic,10200000
Lexus RX 350 AWD,Lagos,Foreign Used,2012,57000,Automatic,7000000
Hummer H3 3.7 Luxury,Lagos,Foreign Used,2007,57000,Automatic,5000000
Infiniti FX 35 Limited Edition,Lagos,Foreign Used,2006,52604,Automatic,3500000
Infiniti FX 35 Limited Edition,Lagos,Foreign Used,2008,43046,Automatic,4500000
Land Rover Range Rover Sport,Lagos,Foreign Used,2008,42036,Automatic,7500000
Land Rover Range Rover Sport,Lagos,Foreign Used,2006,54032,Automatic,5800000
Toyota Avalon XLS,Lagos,Foreign Used,2007,60743,Automatic,2900000
Mercedes-Benz GLK 350 4MATIC,Lagos,Foreign Used,2010,34068,Automatic,7800000
Toyota Sequoia Limited 4WD 5.7L V8,Lagos,Foreign Used,2007,70253,Automatic,3700000
Toyota Sequoia Limited 4WD 5.7L V8,Lagos,Foreign Used,2007,60735,Automatic,3600000
Mercedes-Benz 1619,Lagos,Foreign Used,1997,20996,Manual,4500000
Mercedes-Benz 1113,Lagos,Foreign Used,1988,20909,Manual,4600000
Mercedes-Benz 911,Lagos,Foreign Used,1998,19088,Manual,5500000
Mercedes-Benz 814,Lagos,Foreign Used,1998,13280,Manual,6500000
Mercedes-Benz 1622,Lagos,Foreign Used,1998,20968,Manual,6800000
Hyundai County,Lagos,Locally Used,2014,9500,Manual,10500000
Toyota 4-Runner,Lagos,Foreign Used,2005,56038,Automatic,3500000
Toyota 4-Runner,Lagos,Foreign Used,2005,54052,Automatic,3500000
Toyota 4-Runner,Lagos,Foreign Used,2007,52604,Automatic,3300000
Mercedes-Benz GLS 450,Lagos,Foreign Used,2017,7000,Automatic,42000000
Nissan Almera 1.6,Lagos,Locally Used,2013,59000,Automatic,2450000
Toyota RAV4 1.8,Lagos,Locally Used,1999,182079,Automatic,950000
Toyota Camry 3.0 V6 Automatic,Oyo,Locally Used,2011,67000,Automatic,1850000
Toyota Matrix XRS Automatic,Lagos,Foreign Used,2009,62840,Automatic,3000000
Lexus ES 330,Lagos,Foreign Used,2004,62944,Automatic,2500000
Toyota Highlander,Lagos,Foreign Used,2015,37495,Automatic,13000000
Lexus GX 470,Lagos,Foreign Used,2006,81167,Automatic,5600000
Acura MDX AWD,Lagos,Foreign Used,2009,75048,Automatic,4600000
Mercedes-Benz S350,Kwara,Locally Used,2000,5360,Automatic,850000
Hyundai Accent,Lagos,Locally Used,2008,168000,Manual,650000
BMW X3 3.0 i,Lagos,Foreign Used,2005,252000,Automatic,2990000
Toyota Venza,Lagos,Foreign Used,2009,133976,Automatic,4900000
Toyota Camry,Lagos,Foreign Used,2008,57000,Automatic,2300000
Toyota Camry,Lagos,Foreign Used,2008,57000,Automatic,2650000
Mercedes-Benz GLK 350 4MATIC,Lagos,Foreign Used,2013,27000,Automatic,8700000
Lexus ES 350,Lagos,Foreign Used,2007,143078,Automatic,3500000
Lexus RX 330 4WD,Lagos,Foreign Used,2005,103678,Automatic,3500000
Lexus ES 350,Lagos,Foreign Used,2008,48053,Automatic,3400000
Honda Accord,Lagos,Foreign Used,2008,53047,Automatic,2800000
Honda Accord,Lagos,Foreign Used,2008,50067,Automatic,2800000
Toyota Camry,Lagos,Foreign Used,2008,57000,Automatic,2300000
Toyota Highlander Limited V6,Lagos,Foreign Used,2014,33000,Automatic,16000000
Toyota Highlander Limited,Lagos,Foreign Used,2008,76000,Automatic,6800000
Toyota Camry LE,Lagos,Locally Used,2007,81662,Automatic,1780000
Lexus ES,Lagos,Foreign Used,2013,36000,Automatic,13500000
Toyota Corolla 1.8,Lagos,Foreign Used,2004,62840,Automatic,2050000
Nissan Primera 2.0 Wagon,Enugu,Foreign Used,2004,45532,Automatic,1050000
Toyota 4-Runner,Lagos,Foreign Used,2007,65369,Automatic,4500000
Toyota Matrix XRS Automatic,Lagos,Foreign Used,2006,62840,Automatic,2199999
Toyota Matrix XRS Automatic,Lagos,Foreign Used,2006,62840,Automatic,1950000
Toyota Sienna XLE,Lagos,Foreign Used,2011,45369,Automatic,7499999
Honda Accord Tourer 2.2i-CTDi Sport Automatic,Lagos,Foreign Used,2015,49630,Automatic,7699999
Honda CR-V 2.4,Lagos,Foreign Used,2008,62840,Automatic,3700000
Peugeot 406 1.8,Lagos,Foreign Used,2005,72840,Manual,1900000
Toyota Sienna XLE Limited FWD,Lagos,Foreign Used,2005,62840,Automatic,2480000
Toyota RAV4 1.8,Lagos,Foreign Used,2005,57428,Automatic,2500000
Mercedes-Benz GLK 350 SUV,Lagos,Foreign Used,2012,43748,Automatic,8700000
Toyota Corolla 1.8,Lagos,Foreign Used,2012,58426,Automatic,3600000
Ford Edge Limited AWD,Lagos,Foreign Used,2009,62840,Automatic,4080000
Toyota Corolla 1.8,Lagos,Foreign Used,2004,72840,Automatic,2050000
Pontiac Vibe 1.8 Automatic,Lagos,Foreign Used,2005,68383,Automatic,2200000
Toyota Corolla 1.8,Lagos,Foreign Used,2007,62840,Automatic,2399999
Toyota Venza XLE AWD,Lagos,Foreign Used,2010,56483,Automatic,6550000
Lexus RX 330 4WD,Lagos,Foreign Used,2004,83000,Automatic,3900000
Lexus RX 330 4WD,Lagos,Foreign Used,2004,82000,Automatic,3900000
Toyota RAV4 Automatic,Lagos,Foreign Used,2007,78000,Automatic,3700000
Toyota 4-Runner,Lagos,Foreign Used,2007,74000,Automatic,4500000
Lexus RX 350 AWD,Lagos,Foreign Used,2010,48000,Automatic,8600000
Lexus ES 350,Lagos,Foreign Used,2010,42000,Automatic,6500000
Honda Accord EX V6 Automatic,Lagos,Foreign Used,2007,90889,Automatic,1600000
Land Rover Range Rover Vogue Evogue,Lagos,Locally Used,2015,26789,Automatic,39000000
Toyota Venza,Lagos,Locally Used,2011,37000,Automatic,3800000
Volvo V40,Enugu,Foreign Used,2004,40715,Automatic,950000
Lexus RX 350 4x4,Lagos,Foreign Used,2006,62840,Automatic,3999999
Mercedes-Benz 313,Enugu,Foreign Used,2008,46700,Manual,2150000
Lexus ES 350,Lagos,Foreign Used,2008,62840,Automatic,3599999
Toyota Camry 3.0 V6,Lagos,Foreign Used,2005,62840,Automatic,2199999
Toyota Camry Automatic,Lagos,Foreign Used,2008,62840,Automatic,2899999
Toyota Highlander 3.0,Lagos,Foreign Used,2007,62840,Automatic,2999999
Toyota Venza,Lagos,Foreign Used,2010,88900,Automatic,5500000
Honda Accord,Lagos,Foreign Used,2011,32005,Automatic,3300000
Lexus ES 350,Lagos,Foreign Used,2008,40865,Automatic,4200000
Toyota Camry,Lagos,Foreign Used,2008,43046,Automatic,3900000
Toyota Camry LE Automatic,Lagos,Foreign Used,2005,158000,Automatic,1700000
Toyota Highlander Limited,Lagos,Foreign Used,2014,26000,Automatic,14200000
Honda Civic,Lagos,Locally Used,2007,1450000,Automatic,1500000
Toyota Matrix Automatic,Lagos,Foreign Used,2007,88909,Automatic,2150000
Toyota Corolla,Lagos,Foreign Used,2007,57707,Automatic,2350000
Toyota Corolla,Lagos,Foreign Used,2006,56038,Automatic,2400000
Toyota Camry,Lagos,Foreign Used,2010,38040,Automatic,4500000
Toyota Corolla,Lagos,Foreign Used,2007,54006,Automatic,2400000
Toyota Corolla,Lagos,Foreign Used,2006,57404,Automatic,2350000
Toyota Corolla,Lagos,Foreign Used,2007,56038,Automatic,2400000
Lexus ES 350,Lagos,Foreign Used,2008,43046,Automatic,3900000
Lexus ES 350,Lagos,Foreign Used,2008,42036,Automatic,3600000
Toyota Camry,Lagos,Foreign Used,2010,36004,Automatic,4000000
Toyota Highlander,Lagos,Locally Used,2012,61000,Automatic,5200000
Mercedes-Benz ML350,Lagos,Foreign Used,2015,10043,Automatic,18500000
Toyota Camry,Lagos,Foreign Used,2013,37043,Automatic,5800000
Toyota Sienna Limited 7 Passenger,Lagos,Locally Used,2005,73682,Automatic,1650000
Mercedes-Benz GLK 350 4MATIC,Lagos,Foreign Used,2010,37043,Automatic,7800000
Mercedes-Benz GLK 350 4MATIC,Lagos,Foreign Used,2011,36040,Automatic,7800000
Infiniti FX,Lagos,Foreign Used,2006,56084,Automatic,3700000
Acura MDX Sport,Lagos,Foreign Used,2004,80000,Automatic,2000000
Mercedes-Benz ML350,Lagos,Foreign Used,2015,20042,Automatic,18000000
Mercedes-Benz C300,Lagos,Foreign Used,2008,40865,Automatic,5800000
Mercedes-Benz ML350,Lagos,Foreign Used,2014,24003,Automatic,14500000
Toyota Camry 2.4 SE,Lagos,Foreign Used,2008,52302,Automatic,3200000
Kia Sportage,Lagos,Locally Used,2012,13186,Automatic,3700000
JAC HFC1048K,Lagos,Brand New,2017,218,Automatic,7000000
Toyota Corolla,Lagos,Locally Used,2004,87120,Automatic,1500000
Toyota Camry LE V6 Automatic,Lagos,Foreign Used,2012,78000,Automatic,4500000
Toyota Camry 2.4,Lagos,Foreign Used,2008,88908,Automatic,2650000
Toyota Avanza,Lagos,Locally Used,2012,63417,Automatic,3500000
Toyota Highlander Limited 3.5l 4WD,Lagos,Foreign Used,2012,95739,Automatic,8000000
Mercedes-Benz ML350,Lagos,Foreign Used,2006,95000,Automatic,3850000
Toyota Corolla 1.8,Lagos,Foreign Used,2009,149000,Automatic,2850000
Lexus ES 350,Lagos,Foreign Used,2008,36042,Automatic,4200000
Toyota HiAce,Lagos,Locally Used,2009,29668,Manual,8500000
Honda CR-V 2.0 4WD Automatic,Lagos,Locally Used,2003,204000,Automatic,1200000
Toyota Sienna CE,Lagos,Locally Used,2005,197000,Automatic,1400000
Honda Accord 2.4,Lagos,Locally Used,2007,108000,Automatic,1000000
Toyota Corolla 1.6 SR,Oyo,Foreign Used,2005,120000,Automatic,1700000
Toyota Highlander,Lagos,Foreign Used,2004,78312,Automatic,2350000
Toyota Corolla 1.3 Automatic,Lagos,Foreign Used,2006,57000,Automatic,2100000
Toyota Highlander 4WD,Lagos,Foreign Used,2005,129,Automatic,3150000
Toyota Camry,Lagos,Foreign Used,2008,129,Automatic,2400000
Mercedes-Benz 1622,Lagos,Foreign Used,1997,25980,Manual,6800000
Toyota Corolla,Lagos,Foreign Used,2006,72000,Automatic,2150000
Toyota Highlander,Lagos,Foreign Used,2016,27000,Automatic,18800000
Toyota Highlander 4WD,Lagos,Foreign Used,2006,81000,Automatic,2800000
Toyota Sienna 7 Passenger,Lagos,Foreign Used,2006,57000,Automatic,2200000
Lexus RX,Lagos,Foreign Used,2002,54000,Automatic,2100000
Rolls Royce Ghost,Lagos,Locally Used,2013,27000,Automatic,95000000
Toyota RAV4 1.8,Lagos,Foreign Used,2008,150000,Automatic,2800000
Mercedes-Benz ML 500,Lagos,Foreign Used,2007,27000,Automatic,4250000
Honda Accord CrossTour,Lagos,Foreign Used,2010,57000,Automatic,4800000
